latitude,longitude,mni,ndvi,ioi,cmi,zone_id
21.49717882238642,79.80987818655058,0.10079020239082338,0.041049225004240734,0.10742297951852306,1.1234810981085468,1
21.496909327801184,79.80987818655058,0.10726995424498953,-0.01925568313936541,0.1167457265215928,1.0788739487321402,1
21.486399038976984,79.96887999183973,0.1127525314287958,-0.059747452828214295,0.1271624205921231,1.081273348699132,2
21.486399038976984,79.96914948642497,0.10283735779481863,-0.009570730525376743,0.12074955730387073,1.1229597388453083,2
21.486129544391748,79.96914948642497,0.1059797954445131,-0.03101936476957534,0.11858644598518515,1.1041430550295688,2
21.486129544391748,79.9694189810102,0.10476996403543946,-0.07540409931674912,0.12966609776371726,1.0797610470688281,2
21.48586004980651,79.96995797018067,0.1099098213627,-0.07720280291729056,0.14479254868749003,1.0879384911087362,3
21.48586004980651,79.97022746476591,0.10339854381348558,-0.05588949484492819,0.15018537389148573,1.0958717161365905,3
21.485590555221275,79.84599046097217,0.11780797478511594,0.0516995383969569,0.1004894202439307,1.0846311325571198,4
21.485590555221275,79.97022746476591,0.12084606801527151,-0.0917524962653936,0.16064861250411205,1.0943897578342963,3
21.484243082295098,79.7988289085559,0.10312358533268305,0.022019041228024148,0.10517086117820504,1.1019522776560409,5
21.424684778957975,79.76406410706048,0.1361778873592511,0.050090728784213154,0.10078732456349905,1.092762663892921,6
21.424145789787502,79.76406410706048,0.10707820840097142,0.02413052812364786,0.10113611588861648,1.0936895963603255,7
21.423876295202266,79.76406410706048,0.10707820840097142,0.02413052812364786,0.10113611588861648,1.0936895963603255,7
21.40285571755387,79.95675273550411,0.11805512922826526,-0.004464204369452282,0.1184693732626784,1.1314186705858118,8
21.40285571755387,79.95702223008935,0.11680469993059572,0.0010788275521581747,0.11990324101592016,1.0906892382092999,8
21.402586222968633,79.95648324091889,0.10996352309516375,-0.004868728067756208,0.11843333992238202,1.1005473342782277,8
21.402586222968633,79.95675273550411,0.14283215254082793,-0.03471033676043781,0.1179863102087588,1.0607208572344833,8
21.402586222968633,79.95702223008935,0.14333750053880098,-0.019519408502765425,0.11412758049524739,1.054217506630181,8
21.402586222968633,79.95729172467459,0.10649350649346039,-0.037922273454394306,0.12498215123508354,1.0607462226322737,8
21.402586222968633,79.95756121925982,0.11107080508757744,-0.04949765312849626,0.11569310707432495,1.0569333620864168,8
