latitude,longitude,mn_percent,fe_percent,sio2_percent,p_percent,area_hectares,depth_meters,potential_level
17.18359101020258,83.46176355725474,26.239937497182623,6.54202378071669,10.972304640939619,0.3093027816311288,1354.6602901979873,314.45061855532634,MEDIUM
22.081071604484286,75.75816262281742,17.366492331972484,14.275793503110572,9.692855302230956,0.1189545448420665,560.7573701065637,560.9749780184993,LOW
20.221948505396945,75.73229729105446,28.517753531542656,7.334866396899827,29.826308088461037,0.398957825341926,1862.5587305524216,362.49975869345496,MEDIUM
19.088597115674812,78.89790730107018,25.270177337091987,9.015575136070655,12.563090391648936,0.2952464956276966,482.87137978735035,336.8789865309669,MEDIUM
15.326158443760711,80.630753499249,37.34498111125531,7.936776405824498,27.710003709432904,0.11288155342278171,3275.5572229428985,289.05515778455333,HIGH
15.325953422857722,83.58927788698183,34.99071523193878,7.291080037638708,21.07114090657126,0.4349352229924827,724.1707330074963,149.29402407216833,MEDIUM
14.493710703429695,82.6746014543683,27.03159303051882,18.862797128092005,9.868556470610471,0.2573461853341283,959.4039238339578,32.12020666629374,LOW
21.36249723908695,80.18197841695586,22.190454290414674,9.142736217896026,30.930756594513618,0.07915938074866201,1482.5641914088994,167.65854930795493,LOW
19.109477599817275,78.3730799959575,47.60518688313453,20.688228073560087,13.92706800780542,0.3007331617660269,1402.7591931010277,320.54220781403217,HIGH
20.018616911266385,85.96980725165596,29.98205349947179,21.458677456213437,28.631488288462556,0.1512795628051241,2801.853834152823,246.57717278805896,MEDIUM
14.174968201514321,79.97490367347771,37.71304978074782,14.282688458867753,12.051440138829541,0.371477380750921,1651.477189873272,285.6365799615013,MEDIUM
22.244233743376952,80.23956375546159,19.638247930085907,6.574020207983075,28.49462917140447,0.37712882942647624,680.6120840113455,588.9694851515083,LOW
21.075762446803584,77.21805012251252,31.024460088760126,10.741868380832463,8.317491509727056,0.44157894234186473,1008.5136446526519,229.65525128151674,MEDIUM
15.804882440765347,83.84550026187426,15.90871175569236,18.359180740267853,20.282730957667535,0.2507478124098015,1830.985509637575,287.7442754352615,LOW
15.545512221260356,82.78366337070563,31.68001889104485,10.613033116547268,26.466621906117364,0.23198275189109485,601.3433192488586,106.10386427110716,MEDIUM
15.558938333754188,77.81808093428198,46.812574434884176,5.566309929450197,30.435092419826802,0.35139024217859227,2179.629297196448,57.335907489082956,HIGH
16.58605906515607,76.36500097896635,27.678821528531408,14.022128396707384,29.82085126895569,0.10298826253677063,2023.540842273896,471.98342331772193,LOW
18.46042966887402,82.64524267178449,16.286868414972083,19.212175326928627,27.67099686914348,0.26876620551724967,2529.987875699676,355.2894097910278,LOW
17.671532658457984,82.37236774995192,16.021541100338336,18.326674968583042,29.316592391871296,0.2684990400523404,3288.1956922898503,463.60173944502014,LOW
16.475447691683357,78.3692250334812,27.803563078246693,7.152216522346358,12.781272460089836,0.08578924912415489,3201.665507743929,115.42179536533443,MEDIUM
19.200749605140224,85.48406740362931,20.280822903285404,16.109763059424402,14.820423097081491,0.21719363420276544,3316.6571014340266,355.94239957413384,LOW
15.185697815542355,77.08610786369945,15.770619178830135,7.969076741841648,14.935244598105404,0.3913139194268808,932.0330298805832,174.57621037458406,LOW
16.483229512549354,80.03951541094732,39.955049260355835,7.9277356219391,17.04929434404077,0.3924614487978641,547.3220425738057,159.99523563301136,HIGH
17.11407566799638,85.40796716175979,30.131259293102392,19.733291919493333,17.439696089244528,0.08969506596787241,1127.740781687925,36.5698280102016,LOW
17.876594865844805,79.90713682772429,24.5450774750976,8.494041149324143,21.06932779171221,0.08628835309913235,3143.28958740547,104.29421243437098,MEDIUM
20.673995671840615,82.2045224504729,44.70274503954386,8.738452237324202,11.837114320794594,0.15507819080077412,3404.98181371986,206.28282355482636,HIGH
15.697227148346057,79.67474117860934,18.832585686617346,4.011761033703392,24.589919930863744,0.3999064250215974,3021.7048336396183,96.62089353683525,LOW
18.3709927265157,78.37925962466103,46.54532135552553,19.67204261425932,12.021596943308156,0.10156103402939959,474.06025183364824,591.9393110342344,HIGH
19.03552383532736,85.8317653035782,25.360901673452645,18.266706637764425,15.447403570509142,0.3379987210509785,3321.2551934032967,205.92060965865187,LOW
14.39482850811998,79.79800706630795,44.317321186186476,15.291920831632204,20.0802831345477,0.0904662478452413,1539.4172929926724,104.28464962032706,HIGH
19.164131241162227,84.88804163863091,34.89711492382223,17.50478375089916,27.114573476563457,0.2992551414991302,131.6549885920025,143.47691831193592,LOW
15.449455051341978,77.91452336185641,42.281342871469086,6.736874213640853,25.747261597729455,0.19242691964765796,1604.1387185438582,364.9908401546416,MEDIUM
14.552938540374877,77.73759939226338,47.47243438594532,12.249824702576358,23.492824553852536,0.3655655851863468,256.6351768965898,66.50480860292944,HIGH
22.06552706665333,75.82690787028737,24.51737944801861,10.321948972278056,11.738558253924083,0.14347617953014546,1949.1849319477997,521.5874541804594,MEDIUM
22.207872281133753,82.3425016664468,46.71747101845057,5.687977472626297,21.129088294773865,0.3056807317559839,1251.0836932859745,578.054817165174,HIGH
20.87137745898992,79.3695266090995,27.852902531779872,12.750348733868634,10.09871604319725,0.14427301383035399,1709.6787742197657,170.6460297804071,MEDIUM
16.58921703797365,84.5757616233162,27.721892856318437,20.573313706167436,17.056716243119617,0.33546411324486153,2184.779226526598,286.55430309678985,LOW
14.830212969054262,80.46870402026136,26.232774440398686,4.721064142912501,17.92439672695902,0.3994712138242995,3053.923725780589,42.61663708681333,MEDIUM
19.815980725353334,85.66603099310458,32.86645104247032,9.24629644288829,8.955474546698092,0.10072071965070402,2350.465360004557,395.20482809451624,HIGH
17.74129619678661,77.44801791488277,20.086786424890075,7.735736851702662,14.575714387279323,0.3966382754382014,1575.7661528258143,265.93785308997565,LOW
15.03732499618062,84.62054326353392,33.27247901681437,8.286639765982533,30.935587214395746,0.2874301017657192,2886.0547024792413,183.93332567788676,MEDIUM
18.209003735945796,83.65426695431329,32.87625880953013,20.351821933828756,30.887182587912548,0.10084419634680959,3178.9792677486494,147.89715305146683,MEDIUM
